tweet_id,text,retweet_count,favourite_count,followers_count,processed_text,polarity,sentiment
1.4281913049372058e+18,"#iSunOne daily news 8.19
#Robinhood reported Wednesday that the percentage of its total #revenue derived from commissions on #cryptocurrency #trading jumped to 41% in the second quarter, up from 17% in the first quarter. 

#BTC #ETH #fintech  #trading https://t.co/TEtU1KJArU",0.0,1.0,195.0,isunon daili news 8 19 robinhood report wednesday percentag total revenu deriv commiss cryptocurr trade jump 41 second quarter 17 first quarter btc eth fintech trade http co tetu1kjaru,0.08333333333333333,Positive
1.428191293633618e+18,"#PerpetualProtocol symbol: $perp

 Price: $18.27
 NEW ATH achieved 🚀

Find another Gem at: https://t.co/LL60z8EDzR
sign up &amp; SAVE on fees

#BTC &amp; #ETH
need to be strong https://t.co/5PBwtcUpZB",0.0,0.0,5754.0,perpetualprotocol symbol perp price 18 27 new ath achiev find anoth gem http co ll60z8edzr sign amp save fee btc amp eth need strong http co 5pbwtcupzb,0.2848484848484848,Positive
1.4281912773093786e+18,@456Bruh123 Cryptocurrencies are protecting leggings in space #ETH #BTC #cryptotrading #crypto #elonmusk #Doge #XRP #USDT #DOT #USDC #ICP #cryptocrash,0.0,2.0,26.0,456bruh123 cryptocurr protect leg space eth btc cryptotrad crypto elonmusk doge xrp usdt dot usdc icp cryptocrash,0.0,Neutral
1.4281911797665833e+18,"@GeneraTuSueldoO @GanarExtra 
@CornDeFi #YieldFarming #Airdrop #Giveaway #PancakeSwap #BTC #Binance #BNB #BSC #cryptocurrency

GOOD OPPORTUNITY TO MAKE YOUR MONEY PROFITABLE, GOOD PROJECT !!!
My telegram: @Simona Guerra Lo1
wallet BSC: 0xBb8B539293e9a3953412c4fc2C5bF147caf8F59E https://t.co/V1pwxS8jmP",0.0,1.0,40.0,generatusueldoo ganarextra corndefi yieldfarm airdrop giveaway pancakeswap btc binanc bnb bsc cryptocurr good opportun make money profit good project telegram simona guerra lo1 wallet bsc 0xbb8b539293e9a3953412c4fc2c5bf147caf8f59 http co v1pwxs8jmp,0.7,Positive
1.428191173869392e+18,"gentleman raising the bitcoin...
Will buy in bulk.

#bitcoinindia #BTC #Bitcoin #Cryptocurency https://t.co/gGVeZPKw1V",1.0,1.0,66.0,gentleman rais bitcoin buy bulk bitcoinindia btc bitcoin cryptocur http co ggvezpkw1v,0.0,Neutral
1.4281911701071135e+18,"#eth about to go sub 3k, then 2k, then 1k, then into the 3 digits. Centralized shatcoin going down toilet.

#btc about to crush all. https://t.co/W8vUCke4gq",0.0,1.0,737.0,eth go sub 3k 2k 1k 3 digit central shatcoin go toilet btc crush http co w8vucke4gq,-0.016666666666666666,Negative
1.4281910076197642e+18,"@flexfinanceapp Very Very Strong &amp; Very Nice Project 

@NaogaonShova
@SajinurRahman1
@Habibur70167851

#Julpad #IDO #Presale #Flex #Binance #BTC #BinanceChain",0.0,1.0,45.0,flexfinanceapp strong amp nice project naogaonshova sajinurrahman1 habibur70167851 julpad ido presal flex binanc btc binancechain,0.5166666666666666,Positive
1.4281909974947267e+18,Write something about NanoEth - Tell them why NanoEth is the way to go! USE THESE HASHTAGS: #nanofam #nanoethbsc #bscgem #bsc #BTC #cryptocurrency #CryptoNews #cryptocurrencies #Ethereum #cryptotwitter #hiddengem #cms #Coingecko #CryptocurrencyMarket,0.0,1.0,235.0,write someth nanoeth tell nanoeth way go use hashtag nanofam nanoethbsc bscgem bsc btc cryptocurr cryptonew cryptocurr ethereum cryptotwitt hiddengem cm coingecko cryptocurrencymarket,0.0,Neutral
1.4281909823575204e+18,Senate rejects compromise crypto tax amendment to infrastructure bill https://t.co/kQDJbhlPbw #bitcoin #blockchain #cryptocurrency #bitcoinmining #btc,1.0,0.0,321.0,senat reject compromis crypto tax amend infrastructur bill http co kqdjbhlpbw bitcoin blockchain cryptocurr bitcoinmin btc,0.0,Neutral
1.428190942679507e+18,"The current price of bitcoin is $44,665.00. It has decreased by -0.689% in the last 24 hours #bitcoin #btc #cryptocurrency",0.0,0.0,123.0,current price bitcoin 44 665 00 decreas 0 689 last 24 hour bitcoin btc cryptocurr,0.0,Neutral
1.428190934995452e+18,"[SCAN RESULTS - 1h - #BTC PAIR]

Binance top 5 bullish strength
1: $ATOM
2: $CTK
3: $MIR
4: $NEAR
5: $AR

Binance top 5 bullish reversal strength
1: $WTC
2: $ATA
3: $RAMP
4: $ASR
5: $REP

All results for free on https://t.co/vMSA8RwQ1G website!",0.0,0.0,63357.0,scan result 1h btc pair binanc top 5 bullish strength 1 atom 2 ctk 3 mir 4 near 5 ar binanc top 5 bullish revers strength 1 wtc 2 ata 3 ramp 4 asr 5 rep result free http co vmsa8rwq1g websit,0.375,Positive
1.428190920785109e+18,@OKEx_Filipino Hodling til it reach $100K #Cryptocurrency #BTC,0.0,1.0,290.0,okex_filipino hodl til reach 100k cryptocurr btc,0.0,Neutral
1.4281909204830986e+18,"Full Moon DROP is happening, #BTC price under USD 45K is A GIFT, set buy $BTC at Current CHEAP BEST PRICE with USD 1000-10000 for every 44K+, 43K+, 42K+, 41K+, and down. Hear me $FINE $ERN $LUNA $BCH $SUSHI $TRX $AXS $SPS $XCH $THETA $PMON $CEL $CELO $CGG $FIL $PSG $NEO $WOO $BNB",0.0,2.0,4.0,full moon drop happen btc price usd 45k gift set buy btc current cheap best price usd 1000 10000 everi 44k 43k 42k 41k hear fine ern luna bch sushi trx ax sps xch theta pmon cel celo cgg fil psg neo woo bnb,0.4333333333333333,Positive
1.428190899465605e+18,"[SCAN RESULTS - 1h - KUCOIN]

KuCoin top 5 bullish trend (#BTC pair)
1: $XDC
2: $NEAR
3: $AVAX
4: $WBTC
5: $CUSD

KuCoin top 5 bullish trend (#USDT pair)
1: $ATOM
2: $ETH3S
3: $XDC
4: $NEAR
5: $LTC3S

Ranking for KuCoin symbols not listed on Binance",0.0,1.0,63357.0,scan result 1h kucoin kucoin top 5 bullish trend btc pair 1 xdc 2 near 3 avax 4 wbtc 5 cusd kucoin top 5 bullish trend usdt pair 1 atom 2 eth3 3 xdc 4 near 5 ltc3s rank kucoin symbol list binanc,0.08000000000000003,Positive
1.4281908901541478e+18,"#Ethereum hourly net stats.
2am - 3am UTC
blocks:287
avgDiff:7.61 PH
hashRate:640.8 TH/s
avgSize:67.8 KB
txns:62342
#ETH #BTC #crypto",0.0,2.0,152.0,ethereum hour net stat 2am 3am utc block 287 avgdiff 7 61 ph hashrat 640 8 th avgsiz 67 8 kb txns 62342 eth btc crypto,0.0,Neutral
1.4281908818493522e+18,"@CornDeFi Great project indeed
@Zara23309861
@fulljuice2
@xingxingandstar
@CornDeFi
#YieldFarming #Airdrop #Giveaway #PancakeSwap #BTC #Binance #BNB #BSC
0x4FF243aE32051Fd9DBF7f62394BfC8Ff297B17D6",0.0,1.0,14.0,corndefi great project inde zara23309861 fulljuice2 xingxingandstar corndefi yieldfarm airdrop giveaway pancakeswap btc binanc bnb bsc 0x4ff243ae32051fd9dbf7f62394bfc8ff297b17d6,0.8,Positive
1.428190825016533e+18,"Let's go #BTC. At least 100k by the end of 2021. Of course, most of altcoins will hit new ATH. https://t.co/DnYu6BokOe",0.0,0.0,0.0,let go btc least 100k end 2021 cours altcoin hit new ath http co dnyu6boko,-0.08181818181818182,Negative
1.428190818989314e+18,"Full Moon DROP is happening, #BTC price under USD 45K is A GIFT, set buy $BTC at Current CHEAP BEST PRICE with USD 1000-10000 for every 44K+, 43K+, 42K+, 41K+, and down. Hear me $ACH $HZN $BTT $FTT $RAY $ETH $ADA $AAVE $DOT $XRP $DOGE $UNI $EOS $LINK $LTC $MATIC $SHIB $GT",0.0,3.0,4.0,full moon drop happen btc price usd 45k gift set buy btc current cheap best price usd 1000 10000 everi 44k 43k 42k 41k hear ach hzn btt ftt ray eth ada aav dot xrp doge uni eo link ltc matic shib gt,0.4375,Positive
1.4281907562635756e+18,no trade: #BTC price is 32504 at time 08/19/21 - 04:03:04,0.0,0.0,1520.0,trade btc price 32504 time 08 19 21 04 03 04,0.0,Neutral
1.4281907291600364e+18,"@CoinDesk I think Raptor speaks for itself. Dedicated team, strong community, staking, farming, and #Raptorswap beta. In the future NFT marketplace, and their own blockchain.  #Ethereum #BNB #BTC #BSCGems #altcoinseason #ADA  #cryptotrading #Binance #BSCGems #DeFi #altcoin https://t.co/GwiLgs4sst",0.0,0.0,37.0,coindesk think raptor speak dedic team strong communiti stake farm raptorswap beta futur nft marketplac blockchain ethereum bnb btc bscgem altcoinseason ada cryptotrad binanc bscgem defi altcoin http co gwilgs4sst,0.4333333333333333,Positive
1.4281906674072986e+18,"3) 17% of 🇺🇸’s own #BTC

You own digital property, and Max Keiser is your next door neighbor, preaching on the front lawn in his tighty whities.

The adoption of #BTC as a medium of exchange will be limited.  (You’re not supposed to sell your #Bitcoin if you’re a true Bitcoiner) https://t.co/XPFqVSAcCz",0.0,2.0,992.0,3 17 btc digit properti max keiser next door neighbor preach front lawn tighti whiti adopt btc medium exchang limit suppos sell bitcoin true bitcoin http co xpfqvsaccz,0.175,Positive
1.428190630631641e+18,"#btc 

$41,200 Looks like an excellent spot to add to long term holdings",0.0,2.0,1890.0,btc 41 200 look like excel spot add long term hold,-0.05,Negative
1.4281906298722918e+18,"Track all coins at a glance and catch runs. Try https://t.co/NNuyWtu2BL so you can find out where #cryptocurrencies are moving

#BTC #ETH #VGX #AVAX #LUNA #AR #ATOM #PERP #AUDIO #FTM #XDC #IOTX #SOL #QNT #ADA #NEAR #ALGO #KLAY #EGLD #ICP https://t.co/2ZJZtOadPQ",0.0,0.0,83.0,track coin glanc catch run tri http co nnuywtu2bl find cryptocurr move btc eth vgx avax luna ar atom perp audio ftm xdc iotx sol qnt ada near algo klay egld icp http co 2zjztoadpq,0.1,Positive
1.4281906272174285e+18,#BTC what if tho? https://t.co/bWUFSRav7r,0.0,0.0,9.0,btc tho http co bwufsrav7r,0.0,Neutral
1.4281904857687163e+18,"@IcedKnife I think Raptor speaks for itself. Dedicated team, strong community, staking, farming, and #Raptorswap beta. In the future NFT marketplace, and their own blockchain.  #Ethereum #BNB #BTC #YieldFarming #BSCGems #altcoinseason #ADA  #cryptotrading #Binance #BSCGems #DeFi #altcoin https://t.co/AW4tigX7zm",0.0,0.0,37.0,icedknif think raptor speak dedic team strong communiti stake farm raptorswap beta futur nft marketplac blockchain ethereum bnb btc yieldfarm bscgem altcoinseason ada cryptotrad binanc bscgem defi altcoin http co aw4tigx7zm,0.4333333333333333,Positive
1.4281904723300475e+18,"#CryptoPanic all positive news supporting #btc #cardano #dogecoin #ethereum 💥💥
$btc $ada $doge $eth will pump stronger 🔥😜
💥HOT💥 the 2nd largest US mortgage lender will accept #crypto payments this year 🔥🔥 https://t.co/bGc5YVVPYd",1.0,2.0,99.0,cryptopan posit news support btc cardano dogecoin ethereum btc ada doge eth pump stronger hot 2nd largest u mortgag lender accept crypto payment year http co bgc5yvvpyd,0.125,Positive
1.428190236606042e+18,@natbrunell More power to em and more Bitcoin for me. #BTC,0.0,0.0,35.0,natbrunel power em bitcoin btc,0.0,Neutral
1.4281902340560527e+18,LINK__Link   |CRYPTO |PRİCE WİLL RİSE___   #TRADE   #DEEP   #BCH   #JPY   #ELECTRONİC   #DOT   #CURRENCY   #UNI   #JPY   #BTC      43,0.0,0.0,1.0,link__link crypto pri ce wi ri se___ trade deep bch jpi electroni c dot currenc uni jpi btc 43,0.0,Neutral
1.428190228653744e+18,@juliano_eqi Satoshis de #BTC @secoemolhado @rothbarbara_,0.0,0.0,32.0,juliano_eqi satoshi de btc secoemolhado rothbarbara_,0.0,Neutral
1.4281902157688381e+18,"Part 1/2:

BTCMarkets
#BTC: $62142
#BCH: $884
#ETH: $4174
#LTC: $233
#XRP: $1.59

Coinspot
#BTC: $62100
#ETH: $4200
#LTC: $233
#XRP: $1.59

Cointree
#BTC: $61452
#BCH: $856
#ETH: $4074
#LTC: $226
#XRP: $1.54",0.0,0.0,166.0,part 1 2 btcmarket btc 62142 bch 884 eth 4174 ltc 233 xrp 1 59 coinspot btc 62100 eth 4200 ltc 233 xrp 1 59 cointre btc 61452 bch 856 eth 4074 ltc 226 xrp 1 54,0.0,Neutral
1.4281901882122076e+18,"Your hourly #BTC update🙌

- Hourly closing of #BTC $44586 $BTCUSD
- Hourly price change is -0.8 %📉
- 6 hr Vol. trends downwards
- Trading below the 200 hr MA($46063)
- Relative Strength Index (RSI 14) is at 40.95

#trade #crypto #BTC #analysis https://t.co/zr8iAIuARZ",0.0,0.0,1364.0,hour btc updat hour close btc 44586 btcusd hour price chang 0 8 6 hr vol trend downward trade 200 hr 46063 relat strength index rsi 14 40 95 trade crypto btc analysi http co zr8iaiuarz,0.0,Neutral
1.4281901626605117e+18,"Crypto Mistakes

#a1phatrading #trading #investing #crypto #bitcoin #btc #altcoins 
#success #entreprenuer #money #financialfreedom #tradingsetup #forex #stocks #successtips #business https://t.co/6Wwh6Jr1zh",0.0,0.0,40.0,crypto mistak a1phatrad trade invest crypto bitcoin btc altcoin success entreprenu money financialfreedom tradingsetup forex stock successtip busi http co 6wwh6jr1zh,0.3,Positive
1.428190149494575e+18,"DeFi-Powered Social Token Site Rally Submits Plan to Decentralize Itself

,https://t.co/bTiQEz74gr,

 #bitcoin #btc #crypto #cryptonews #etherium #eth #blockchain #blockchainNews",0.0,0.0,567.0,defi power social token site ralli submit plan decentr http co btiqez74gr bitcoin btc crypto cryptonew etherium eth blockchain blockchainnew,0.03333333333333333,Positive
1.4281900857077146e+18,"YOUR PRIVATE TRADING ASSISTANT 🚀

#AI look at hourly charts $BTC #BTC

As we look on the one-hour chart, one can observe as the price continues downwards in a downsloping channel...

Just choose your coin and be an expert!
#crypto #trading

CHECK https://t.co/Gm1Mua8CwN https://t.co/lY4gvnqFh2",0.0,0.0,264.0,privat trade assist ai look hour chart btc btc look one hour chart one observ price continu downward downslop channel choos coin expert crypto trade check http co gm1mua8cwn http co ly4gvnqfh2,0.0,Neutral
1.4281900273313915e+18,"⏰ 06:00  
₿ Bitcoin = 44.647,64 $ 
#bitcoin #btc #BTCUSD",0.0,1.0,5322.0,06 00 bitcoin 44 647 64 bitcoin btc btcusd,0.0,Neutral
1.4281900099122708e+18,"Bitcoin - BTC
Price: $44,622.17
Change in 1h: -0.85491969%
Market cap: $838,465,677,320.70
Ranking: 1
#Bitcoin #BTC",0.0,0.0,4343.0,bitcoin btc price 44 622 17 chang 1h 0 85491969 market cap 838 465 677 320 70 rank 1 bitcoin btc,-0.8,Negative
1.4281899992001864e+18,"🌈 Hop over to #Coinstore's App to trade now!! 

💰#KITTY/#USDT 
💰#HMT/#USDT
💰#DPET/#USDT

✅Trade #BTC, #ETH, #DOGE on #Coinstore now: https://t.co/wSeJhoGubW

🌏Telegram: https://t.co/PqYgS9XFNA

@KittyCoinGlobal @human_protocol @MyDeFiPet #crypto #exchanges #blockchain https://t.co/65uhMuge79",1.0,4.0,14714.0,hop coinstor app trade kitti usdt hmt usdt dpet usdt trade btc eth doge coinstor http co wsejhogubw telegram http co pqygs9xfna kittycoinglob human_protocol mydefipet crypto exchang blockchain http co 65uhmuge79,0.0,Neutral
1.4281899960208712e+18,"The price of #Bitcoin is currently $44,707.15
 #Crypto $BTC #BTC
 https://t.co/StFdwaoRx2",0.0,0.0,767.0,price bitcoin current 44 707 15 crypto btc btc http co stfdwaorx2,0.0,Neutral
1.4281899924431585e+18,"To succeed with your #crypto #portfolio, buy #ADA , #XLM , #XEM , #ZIL, #MANA and #TRX. We had better performance with this crypto than #BTC (up 1000% in 2 years). It's still time to jump on it.#Ziliqa is the crypto to watch now. Buy it in your portfolio https://t.co/XukGyTIpeP",0.0,0.0,16865.0,succeed crypto portfolio buy ada xlm xem zil mana trx better perform crypto btc 1000 2 year still time jump ziliqa crypto watch buy portfolio http co xukgytipep,0.5,Positive
1.4281899894399508e+18,A bundle of Nft  #art  #nft  https://t.co/RHPUeYtsPJ  via @opensea #ethereum #bitcoin #crypto #binance #polygon #matic #btc #eth #bsc #bnb #AI #invest #ftm #solana #Kusama #Polkadot #DOT #KSM #SOL,1.0,3.0,112.0,bundl nft art nft http co rhpueytspj via opensea ethereum bitcoin crypto binanc polygon matic btc eth bsc bnb ai invest ftm solana kusama polkadot dot ksm sol,0.0,Neutral
1.4281899834546258e+18,"⚠️ @coinbase Scam Alert
😈: We could not process your request withdrawal now.
📢 It's a #phishing!

✅Check if links are safe using：https://t.co/pRQfe0NR51
#money #cybersecurity #infosec #CryptoNews #Cryptocurency #BTC #coinbase #XRP #Ethereum https://t.co/EXOotkE1iE",0.0,0.0,13934.0,coinbas scam alert could process request withdraw phish check link safe use http co prqfe0nr51 money cybersecur infosec cryptonew cryptocur btc coinbas xrp ethereum http co exootke1i,0.5,Positive
1.4281899798979092e+18,"#Bitcoin
Current Price:
$ 44596.96
€ 38195

#cryptocurrencies #blockchain #BTC",1.0,1.0,51.0,bitcoin current price 44596 96 38195 cryptocurr blockchain btc,0.0,Neutral
1.428189750456832e+18,"@CornDeFi @ArsDrops
@DropsRakibs
nice project....i love it...

#YieldFarming #Airdrop #PancakeSwap #BTC #Binance #BNB #BSC #cryptocurrency #DeFi",0.0,0.0,3.0,corndefi arsdrop dropsrakib nice project love yieldfarm airdrop pancakeswap btc binanc bnb bsc cryptocurr defi,0.55,Positive
1.4281897366827254e+18,Crypto on the rise! #BTC #Cryptocurency https://t.co/I4TsgJzxH3,0.0,0.0,822.0,crypto rise btc cryptocur http co i4tsgjzxh3,0.0,Neutral
1.4281896828656927e+18,#Coinbase launches in Japan. Helping spread global adoption of #btc and #crypto https://t.co/J2kiMzTQYU,0.0,0.0,18878.0,coinbas launch japan help spread global adopt btc crypto http co j2kimztqyu,0.0,Neutral
1.42818958834697e+18,"Chill guys. The fun is about to start…
Partying facePartying faceGem stone 🔥💯🙌🏼💎

#btc #elonmusk #bep20 #bnb #100x #hodl",0.0,0.0,841.0,chill guy fun start parti faceparti facegem stone btc elonmusk bep20 bnb 100x hodl,0.3,Positive
1.428189575730565e+18,@Q8tiie #Btc only,0.0,0.0,1.0,q8tiie btc,0.0,Neutral
1.4281895307216036e+18,"#BTC 

#options

call spreads seems to be the way... https://t.co/AKkYuVJcbB",0.0,2.0,3555.0,btc option call spread seem way http co akkyuvjcbb,0.0,Neutral
1.428189467937067e+18,@crypto No thx. I will continue to show this company my🖕while my #BTC #ETH $dfi @defichain $doge &amp; more enjoy growing at 3.5-100+% APY🤑 on @cakedefi! If you agree &amp; want to try the same: here is the🖕&amp; here is your $30 $Dfi sign-up bonus on Cake w/ code 788689 https://t.co/RVVNOZ41qE,1.0,1.0,14.0,crypto thx continu show compani btc eth dfi defichain doge amp enjoy grow 3 5 100 api cakedefi agre amp want tri amp 30 dfi sign bonus cake w code 788689 http co rvvnoz41q,0.4,Positive
1.4281893453878518e+18,You may purchase my BTC Fire Mint NFT on Rarible now https://t.co/zGi82pSIdW? #rarible #ethereum #nonfungible #digitalasset #nft via @rarible #BTC $BTC,0.0,0.0,147.0,may purchas btc fire mint nft raribl http co zgi82psidw raribl ethereum nonfung digitalasset nft via raribl btc btc,0.0,Neutral
1.4281892745124004e+18,Stop selling babooooons #btc,0.0,0.0,70.0,stop sell babooooon btc,0.0,Neutral
1.4281892373801452e+18,Here's Why 'Dogecoin Manifesto' Is Trending On Twitter Today https://t.co/2jMXhaWFUh #BTC #DOGE https://t.co/V86SmYAMP5,0.0,0.0,260965.0,dogecoin manifesto trend twitter today http co 2jmxhawfuh btc doge http co v86smyamp5,0.0,Neutral
1.4281891981257277e+18,"@ReySantoscrypto @CryptoZoonBSC $ZOON 😍❤

#kingofBNB #giveawayKing #cryptogiveaway #ZOON #bnb #xrp #btc https://t.co/VWDVezERiM",0.0,0.0,93.0,reysantoscrypto cryptozoonbsc zoon kingofbnb giveawayk cryptogiveaway zoon bnb xrp btc http co vwdvezerim,0.0,Neutral
1.4281889980324004e+18,@LuffyInuToken @dideternalAdrop LET'S WIN🌷🌷🌷 $LUFFY #SAITAMA #BTC #Onepiece @2KooLDaddy @alandaluscrypto @thechronocrypt @cryptotabafflte @kiierrzn,0.0,1.0,143.0,luffyinutoken dideternaladrop let win luffi saitama btc onepiec 2kooldaddi alandaluscrypto thechronocrypt cryptotabafflt kiierrzn,0.8,Positive
1.428188905971409e+18,BUY #BITCOIN #BTC $BTC and #altcoinGems https://t.co/xGpvZkjq29,0.0,0.0,709.0,buy bitcoin btc btc altcoingem http co xgpvzkjq29,0.0,Neutral
1.4281888575189934e+18,Cryptocurrencies are appraising human in the country #ETH #BTC #cryptotrading #crypto #elonmusk #Doge #XRP #USDT #DOT #USDC #ICP #cryptocrash,1.0,1.0,26.0,cryptocurr apprais human countri eth btc cryptotrad crypto elonmusk doge xrp usdt dot usdc icp cryptocrash,0.0,Neutral
1.428188717810733e+18,"#BTC $BTC at three support now, dynamic support (at EMA 13), harmonic support (at 1.618 fib), and traditional support (44k level price), is this gonna bounce or not? its a bit risky but im longing here and longing on some altcoin, trading is about taking risk, wml😅 https://t.co/pZakC2J9yG",0.0,2.0,74.0,btc btc three support dynam support ema 13 harmon support 1 618 fib tradit support 44k level price gonna bounc bit riski im long long altcoin trade take risk wml http co pzakc2j9yg,-0.05,Negative
1.4281886710275932e+18,#BTC is now at $44654.11,0.0,0.0,10.0,btc 44654 11,0.0,Neutral
1.4281886345623224e+18,Top site free bitcoin https://t.co/YL3E2Cg7TL #CryptoNews #cryptocurrecy #FreeBitcoin #btc #bitcoin #faucet #satoshi #blockchain #FreeCrypto #cryptofree #Coinmarketcap #Binance https://t.co/39HBxDIPoI,2.0,2.0,362.0,top site free bitcoin http co yl3e2cg7tl cryptonew cryptocurreci freebitcoin btc bitcoin faucet satoshi blockchain freecrypto cryptofre coinmarketcap binanc http co 39hbxdipoi,0.45,Positive
1.428188569877631e+18,"@WatcherGuru INVESTMENT BANKERS $RISE

That latest video on #everrise at 3:36 in the vid:

""We get fund managers, financial auditors and INVESTMENT BANKERS""

in regards to getting involved in the project. 

#crypto #news #bsc #cyber #btc #ada #eth #BSCGems #blockchain #innovation #zerocarbon",2.0,0.0,57.0,watcherguru invest banker rise latest video everris 3 36 vid get fund manag financi auditor invest banker regard get involv project crypto news bsc cyber btc ada eth bscgem blockchain innov zerocarbon,0.5,Positive
1.4281885398548849e+18,It's a piece of junk data. #SLT #SMARTLANDS #XLM #BTC #BITCOIN #BNB #Binance #CRYPTOCURENCY #STO #XRP https://t.co/BpfkPsrtBd,0.0,1.0,14.0,piec junk data slt smartland xlm btc bitcoin bnb binanc cryptocur sto xrp http co bpfkpsrtbd,0.0,Neutral
1.4281885174278595e+18,"@SafemoonSurgeon @Jaymboy22 @safemoon INVESTMENT BANKERS $RISE

That latest video on #everrise at 3:36 in the vid:

""We get fund managers, financial auditors and INVESTMENT BANKERS""

in regards to getting involved in the project. 

#crypto #news #bsc #cyber #btc #ada #eth #BSCGems #blockchain #innovation #zerocarbon",2.0,1.0,57.0,safemoonsurgeon jaymboy22 safemoon invest banker rise latest video everris 3 36 vid get fund manag financi auditor invest banker regard get involv project crypto news bsc cyber btc ada eth bscgem blockchain innov zerocarbon,0.5,Positive
1.428188469826777e+18,"INVESTMENT BANKERS $RISE

That latest video on #everrise at 3:36 in the vid:

""We get fund managers, financial auditors and INVESTMENT BANKERS""

in regards to getting involved in the project. 

#crypto #news #bsc #cyber #btc #ada #eth #BSCGems #blockchain #innovation #zerocarbon https://t.co/nuTVqW6q0f",2.0,1.0,57.0,invest banker rise latest video everris 3 36 vid get fund manag financi auditor invest banker regard get involv project crypto news bsc cyber btc ada eth bscgem blockchain innov zerocarbon http co nutvqw6q0f,0.5,Positive
1.4281884011491697e+18,"INVESTMENT BANKERS $RISE

That latest video on #everrise at 3:36 in the vid:

""We get fund managers, financial auditors and INVESTMENT BANKERS""

in regards to getting involved in the project. 

#crypto #news #bsc #cyber #btc #ada #eth #BSCGems #blockchain #innovation #zerocarbon https://t.co/Zd8Z85HiZp",2.0,0.0,57.0,invest banker rise latest video everris 3 36 vid get fund manag financi auditor invest banker regard get involv project crypto news bsc cyber btc ada eth bscgem blockchain innov zerocarbon http co zd8z85hizp,0.5,Positive
1.42818838852864e+18,"What will happen to $atom 
#dogecoin #BTC #LTC #XRP #Tezos #Chainlink  #ADA #Cardano #ERSDL #KNC #GRT #SKL #DASH #MKR #AAVE #ankr #XLM  #ETH #ALGO #Telcoin #XRP #RUNE #AMP #QNT #BNB #LRC #nkn #AMP #Algorand #Cosmos #MANA #snx #clv #EOS #storj #QNT #LPT #ZRX #NFT #ACH #Crypto #ACH",0.0,1.0,860.0,happen atom dogecoin btc ltc xrp tezo chainlink ada cardano ersdl knc grt skl dash mkr aav ankr xlm eth algo telcoin xrp rune amp qnt bnb lrc nkn amp algorand cosmos mana snx clv eo storj qnt lpt zrx nft ach crypto ach,0.0,Neutral
1.4281883583254405e+18,@PeterSchiff Instructions unclear. Bought more #Btc,0.0,0.0,511.0,peterschiff instruct unclear bought btc,0.0,Neutral
1.4281882679760036e+18,@KevinChou U mean #btc go down,0.0,0.0,125.0,kevinchou u mean btc go,-0.3125,Negative
1.4281882194897183e+18,@Investingcom Welcome to forensic accounting #BTC https://t.co/RnG7ofbRt4,0.0,1.0,436.0,investingcom welcom forens account btc http co rng7ofbrt4,0.0,Neutral
1.4281881741031588e+18,"@Xenos_Giveaway INVESTMENT BANKERS $RISE

That latest video on #everrise at 3:36 in the vid:

""We get fund managers, financial auditors and INVESTMENT BANKERS""

in regards to getting involved in the project. 

#crypto #news #bsc #cyber #btc #ada #eth #BSCGems #blockchain #innovation #zerocarbon",2.0,0.0,57.0,xenos_giveaway invest banker rise latest video everris 3 36 vid get fund manag financi auditor invest banker regard get involv project crypto news bsc cyber btc ada eth bscgem blockchain innov zerocarbon,0.5,Positive
1.428187953579184e+18,"@Xenos_Giveaway @dehub_official INVESTMENT BANKERS $RISE

That latest video on #everrise at 3:36 in the vid:

""We get fund managers, financial auditors and INVESTMENT BANKERS""

in regards to getting involved in the project. 

#crypto #news #bsc #cyber #btc #ada #eth #BSCGems #blockchain #innovation #zerocarbon",1.0,0.0,57.0,xenos_giveaway dehub_offici invest banker rise latest video everris 3 36 vid get fund manag financi auditor invest banker regard get involv project crypto news bsc cyber btc ada eth bscgem blockchain innov zerocarbon,0.5,Positive
1.428187888320123e+18,#BTC #doge #ETC I strongly suggest you look at the H&amp;S graph I drew up a few days ago for BTC. Sometimes all markets follow and #spy and VIX are not looking pretty right now. 48k is a mountain of resistance. Pull back in the 42k/40k/38k range is likely. Will make a great entry. https://t.co/ONA4OlWQqB,0.0,1.0,8.0,btc doge etc strong suggest look h amp graph drew day ago btc sometim market follow spi vix look pretti right 48k mountain resist pull back 42k 40k 38k rang like make great entri http co ona4olwqqb,0.37976190476190474,Positive
1.4281878818902262e+18,"#BTC Derivs Sheet (Tweet every 15 min.)
CME Delayed (10 min)
GS Delayed (15 min) and OI = SHARES OUT https://t.co/aWgvgpZsif",0.0,0.0,30800.0,btc deriv sheet tweet everi 15 min cme delay 10 min g delay 15 min oi share http co awgvgpzsif,0.0,Neutral
1.4281878497283523e+18,"usdjpy Buy Strategy 
🎯🎯🎯🎯👊👊
#usdtry    #EURUSD #GBPUSD #Xu100 #USDJPY #GOLD #Bitcoin #BTC 
#forex #forexsignal #forextrading #invest #emtia
#commodity #livetrader #makemoney #stocks #bist #fxsignal #USDJPY https://t.co/8k1H4UqrHb https://t.co/Tds2TnQ7A4",0.0,1.0,215.0,usdjpi buy strategi usdtri eurusd gbpusd xu100 usdjpi gold bitcoin btc forex forexsign forextrad invest emtia commod livetrad makemoney stock bist fxsignal usdjpi http co 8k1h4uqrhb http co tds2tnq7a4,0.0,Neutral
